,pk_1,pk_2,pk_3,pk_4,pk_5,data_1,data_2
1343,182,1869,17,11064,101572543,16,732.0
1345,223,1578,56,11163,101606291,4,5922.0
1346,175,1069,56,11163,101606291,1,16.56
1347,223,1578,56,11163,101606333,4,6119.0
1348,175,1069,56,11163,101606333,2,29.68
1350,215,1272,56,11163,101609857,-3,-95.64
1351,238,993,56,11163,101609857,1,44.24
1352,238,1015,56,11163,101609857,-3,-132.72
1353,240,1036,56,11163,101609857,-1,-46.76
1354,196,10322,56,11163,101609857,2,233.74
1355,175,1069,56,11163,101609857,8,252.56
1356,215,1272,56,11163,101609865,-4,-127.92
1357,215,1302,56,11163,101609865,-2,-64.14
1358,196,10322,56,11163,101609865,8,920.64
1359,175,1069,56,11163,101609865,10,315.0
1360,215,1272,56,11163,101609907,-1,-31.94
1361,196,10322,56,11163,101609907,2,224.06
1362,175,1069,56,11163,101609907,3,98.25
1365,215,1272,56,11163,101609939,-2,-62.52
1366,215,1302,56,11163,101609939,1,31.73
1367,196,10322,56,11163,101609939,5,571.95
1368,175,1069,56,11163,101609939,8,253.04
1369,233,1567,13,11259,101643955,1,42406.9
1370,235,1343,13,11259,101643955,1,40849.24
1374,215,1069,84,11019,101655025,1,219.43
1375,215,1169,84,11019,101655025,2,431.67
1376,223,1585,84,11019,101655025,2,61608.0
1377,238,1009,84,11019,101655025,2,348.14
1378,247,1156,84,11019,101655025,2,448.22
1383,236,1011,22,11053,101693265,32,288.24
1384,236,1012,22,11053,101693265,42,378.27
1385,236,1015,22,11053,101693265,18,162.08
1386,236,1016,22,11053,101693265,1,8.94
1387,236,1026,22,11053,101693265,57,513.31
1388,236,1028,22,11053,101693265,30,270.18
1389,236,1039,22,11053,101693265,13,117.07
1390,236,1040,22,11053,101693265,24,216.13
1391,236,1043,22,11053,101693265,10,90.04
1392,236,1044,22,11053,101693265,4,36.02
1393,236,1058,22,11053,101693265,2892,26041.25
1394,236,1119,22,11053,101693265,14,126.06
1395,236,1120,22,11053,101693265,33,297.14
1396,236,1121,22,11053,101693265,82,738.4
1397,236,1122,22,11053,101693265,21,189.11
1398,236,1381,22,11053,101693265,19,171.09
1399,236,1383,22,11053,101693265,6,54.04
1400,236,1384,22,11053,101693265,9,81.05
1401,236,1385,22,11053,101693265,16,144.08
1402,236,1386,22,11053,101693265,37,333.19
1403,236,1769,22,11053,101693265,48,425.32
1404,244,10071,22,11053,101693265,276,1792.61
1405,244,10081,22,11053,101693265,231,1511.78
1406,244,10082,22,11053,101693265,31,202.16
1407,236,1582,22,11053,101693265,62,558.28
1408,236,1583,22,11053,101693265,64,576.32
1409,236,1584,22,11053,101693265,15,135.04
1410,235,1066,19,11253,101705109,3,131.67
1411,235,1965,19,11253,101705109,6,263.35
1412,235,1966,19,11253,101705109,3,131.68
1414,235,1066,19,11253,101727725,33,1448.31
1415,235,1966,19,11253,101727725,24,1053.31
1417,215,972,30,13731,101735496,8,85.96
1418,215,985,30,13731,101735496,3,32.23
1419,236,986,30,13731,101735496,8,161.88
1420,235,1054,30,13731,101735496,6,662.59
1421,196,10298,30,13731,101735496,15,601.05
1422,196,10322,30,13731,101735496,5,200.38
1423,244,10073,30,13731,101735496,18,185.42
1424,175,1869,30,13731,101735496,7,94.6
1425,215,972,30,13731,101735504,29,311.59
1426,215,1002,30,13731,101735504,8,86.05
1427,223,1419,30,13731,101735504,6,7408.0
1428,223,1578,30,13731,101735504,5,6172.0
1429,223,1639,30,13731,101735504,9,11113.0
1430,233,1501,30,13731,101735504,10,1119.55
1431,235,1171,30,13731,101735504,3,330.72
1432,236,986,30,13731,101735504,9,173.29
1433,236,1055,30,13731,101735504,9,166.05
1434,236,1769,30,13731,101735504,3,41.38
1435,238,1015,30,13731,101735504,4,62.65
1436,235,1356,30,13731,101735504,5,552.16
1437,233,1546,30,13731,101735504,13,1479.37
1438,175,1069,30,13731,101735504,9,128.53
1439,235,1366,30,13731,101735504,3,330.73
1440,215,1002,32,11688,101745818,3,80.4
1441,235,1356,32,11688,101745818,2,513.95
1442,233,1501,32,11688,101746006,2,413.85
1443,236,986,32,11688,101746006,1,31.32
1444,175,1869,32,11688,101746006,1,24.62
1445,236,1011,23,11282,101753869,3,66.85
1446,236,1012,23,11282,101753869,10,222.96
1447,236,1381,23,11282,101753869,10,221.77
1448,236,1383,23,11282,101753869,14,313.24
1449,236,1582,23,11282,101753869,9,199.71
1450,196,10300,23,15536,101763951,3,125.89
1451,196,10322,23,15536,101763951,4,169.55
1452,196,10334,23,15536,101763951,6,256.08
1454,236,1026,34,13941,101786721,31,467.33
1455,236,1028,34,13941,101786721,41,618.07
1456,236,1058,34,13941,101786721,456,6874.2
1457,236,1119,34,13941,101786721,20,301.52
1458,236,1120,34,13941,101786721,34,512.55
1459,236,1121,34,13941,101786721,24,361.8
1460,236,1384,34,13941,101786721,11,165.78
1461,236,1386,34,13941,101786721,57,859.28
1462,236,1583,34,13941,101786721,40,603.0
1464,236,1582,23,15534,101789063,-4,-76.64
1465,236,1583,23,15534,101789063,4,87.86
1467,235,1055,27,12081,101790798,12,1220.73
1468,235,1175,27,12081,101790798,8,813.18
1469,236,986,27,12081,101790798,4,77.28
1470,235,1356,27,12081,101790798,4,406.77
1471,196,10298,27,12081,101790798,6,335.42
1472,196,10299,27,12081,101790798,5,279.52
1473,196,10322,27,12081,101790798,6,335.42
1474,196,10298,27,13728,101791679,54,5604.82
1475,196,10299,27,13728,101791679,5,518.91
1476,196,10322,27,13728,101791679,4,415.06
1477,215,1073,91,12120,101793834,2,438.46
1478,215,1173,91,12120,101793834,2,446.4
1479,223,1578,91,12120,101793834,3,75201.0
1480,227,969,91,12120,101793834,8,2390.54
1481,233,1489,91,12120,101793834,2,3532.69
1482,235,1222,91,12120,101793834,3,4996.16
1483,235,1322,91,12120,101793834,2,3316.37
1484,236,1306,91,12120,101793834,1,300.63
1485,238,993,91,12120,101793834,1,282.7
1486,240,1036,91,12120,101793834,1,328.2
1487,236,1413,91,12120,101793834,2,601.26
1488,196,10322,91,12120,101793834,1,813.2
1489,182,1069,91,12120,101793834,1,157.08
1490,233,1518,91,12120,101793834,4,7046.27
1491,215,1073,91,12120,101793842,2,424.94
1492,215,1173,91,12120,101793842,1,221.17
1493,223,1578,91,12120,101793842,2,47938.0
1494,227,969,91,12120,101793842,11,3257.21
1495,233,1489,91,12120,101793842,2,3298.16
1496,235,1222,91,12120,101793842,2,3059.56
1497,235,1322,91,12120,101793842,3,4589.34
1498,236,1306,91,12120,101793842,1,300.32
1499,240,1036,91,12120,101793842,1,306.46
1500,236,1413,91,12120,101793842,2,594.0
1501,196,10322,91,12120,101793842,2,1468.48
1502,182,1069,91,12120,101793842,1,157.08
1503,233,1518,91,12120,101793842,2,3145.91
1505,223,1045,17,11064,101793883,1,4450.0
1506,223,1419,17,11064,101793883,3,13350.0
1507,223,1578,17,11064,101793883,11,48955.0
1508,235,1171,17,11064,101793883,9,3420.7
1509,235,1175,17,11064,101793883,6,2298.57
1510,236,986,17,11064,101793883,5,329.5
1511,238,978,17,11064,101793883,1,48.2
1512,238,993,17,11064,101793883,3,144.6
1513,244,10081,17,11064,101793883,34,1699.18
1514,196,10298,17,11064,101793883,3,486.16
1515,196,10299,17,11064,101793883,8,1296.46
1516,196,10322,17,11064,101793883,9,1458.5
1517,244,10073,17,11064,101793883,21,1048.82
1518,215,1069,84,11019,101797546,1,269.65
1519,238,1009,84,11019,101797546,1,405.52
1520,247,1156,84,11019,101797546,2,1234.02
1521,233,1508,84,11019,101797546,1,2908.31
1522,175,1069,84,11019,101797546,2,868.24
1523,223,1578,45,12111,101798296,2,41233.0
1524,227,969,45,12111,101798296,108,28646.49
1525,235,1339,45,12111,101798296,2,3038.19
1526,236,1294,45,12111,101798296,6,1587.33
1527,240,1036,45,12111,101798296,3,883.14
1528,175,1069,45,12111,101798296,2,424.88
1529,182,1069,45,12111,101798296,1,137.45
1530,233,1520,45,12111,101798296,2,3089.85
1531,223,1519,45,12111,101798296,7,145060.0
1532,223,1509,45,12111,101798296,1,20853.0
1533,223,1499,45,12111,101798296,4,82886.0
1534,223,1578,45,12111,101798312,4,116308.0
1535,227,969,45,12111,101798312,55,20263.02
1536,235,1171,45,12111,101798312,4,8058.38
1537,235,1339,45,12111,101798312,3,6256.98
1538,236,1294,45,12111,101798312,3,1072.66
1539,240,1036,45,12111,101798312,6,2376.45
1540,175,1069,45,12111,101798312,1,287.09
1541,182,1069,45,12111,101798312,26,4998.72
1542,182,1869,45,12111,101798312,57,10815.14
1543,233,1518,45,12111,101798312,1,2114.78
1544,233,1520,45,12111,101798312,2,4286.2
1545,223,1519,45,12111,101798312,3,87117.0
1546,223,1499,45,12111,101798312,3,87312.0
1547,236,1294,45,12111,101798320,3,568.16
1548,240,1036,45,12111,101798320,2,391.01
1549,175,1069,45,12111,101798320,1,153.52
1550,223,1509,45,12111,101798320,1,15498.0
1551,235,1171,45,12111,101798452,3,2836.85
1552,235,1339,45,12111,101798452,2,1875.87
1553,236,1294,45,12111,101798452,1,165.35
1554,175,1069,45,12111,101798452,1,131.39
1555,236,1026,22,13359,101806198,2,0.0
1556,236,1028,22,13359,101806198,1,0.0
1557,236,1055,22,13359,101806198,6,0.0
1558,236,1381,22,13359,101806198,1,0.01
1559,236,1386,22,13359,101806198,1,0.0
1560,236,1583,22,13359,101806198,-1,0.0
1561,240,1036,22,11003,101820058,6,683.74
1562,240,1068,22,11003,101820058,10,1139.53
1563,244,10071,22,11003,101820058,45,4125.38
1564,244,10081,22,11003,101820058,18,1561.94
1565,196,10299,22,11003,101820058,1,379.79
1566,196,10300,22,11003,101820058,3,1101.88
1567,196,10322,22,11003,101820058,6,2353.54
1568,196,10334,22,11003,101820058,3,1176.77
1569,215,972,30,13731,101826832,20,267.5
1570,215,985,30,13731,101826832,12,160.46
1571,215,1002,30,13731,101826832,9,120.35
1572,233,1501,30,13731,101826832,6,908.67
1573,233,1567,30,13731,101826832,6,908.87
1574,235,1171,30,13731,101826832,13,1910.8
1575,235,1175,30,13731,101826832,9,1322.86
1576,236,986,30,13731,101826832,42,1026.69
1577,236,1055,30,13731,101826832,18,434.88
1578,238,1015,30,13731,101826832,17,336.64
1579,244,10081,30,13731,101826832,12,184.02
1580,235,1356,30,13731,101826832,18,2645.72
1581,196,10298,30,13731,101826832,9,428.08
1582,196,10322,30,13731,101826832,3,142.69
1583,244,10073,30,13731,101826832,7,107.83
1584,233,1546,30,13731,101826832,6,908.59
1585,175,1069,30,13731,101826832,10,189.74
1586,215,972,30,13731,101826840,22,294.22
1587,215,985,30,13731,101826840,18,240.69
1588,215,1002,30,13731,101826840,4,53.5
1589,233,1501,30,13731,101826840,8,1211.76
1590,235,1175,30,13731,101826840,4,583.78
1591,236,986,30,13731,101826840,20,488.5
1592,236,1055,30,13731,101826840,15,362.4
1593,238,1015,30,13731,101826840,8,158.42
1594,244,10081,30,13731,101826840,2,30.73
1595,235,1356,30,13731,101826840,1,146.98
1596,196,10298,30,13731,101826840,9,428.08
1597,196,10322,30,13731,101826840,10,475.65
1598,244,10073,30,13731,101826840,8,122.68
1599,233,1546,30,13731,101826840,1,151.46
1600,175,1069,30,13731,101826840,27,516.67
1601,215,1002,30,13731,101826857,4,53.5
1602,233,1501,30,13731,101826857,8,1207.57
1603,233,1567,30,13731,101826857,5,754.26
1604,235,1055,30,13731,101826857,21,3077.77
1605,235,1171,30,13731,101826857,6,879.58
1606,235,1175,30,13731,101826857,6,880.39
1607,236,986,30,13731,101826857,4,96.16
1608,236,1055,30,13731,101826857,21,506.52
1609,238,1015,30,13731,101826857,9,178.22
1610,244,10081,30,13731,101826857,22,338.25
1611,235,1356,30,13731,101826857,7,1025.92
1612,196,10322,30,13731,101826857,2,95.13
1613,244,10073,30,13731,101826857,23,353.16
1614,233,1546,30,13731,101826857,5,757.57
1615,175,1069,30,13731,101826857,2,37.94
1616,215,972,30,13731,101826865,4,53.49
1617,215,1002,30,13731,101826865,3,40.13
1618,236,986,30,13731,101826865,3,73.48
1619,236,1055,30,13731,101826865,6,146.94
1620,238,1015,30,13731,101826865,6,118.81
1621,244,10081,30,13731,101826865,4,60.61
1622,196,10298,30,13731,101826865,3,142.69
1623,196,10322,30,13731,101826865,6,285.39
1624,244,10073,30,13731,101826865,8,117.05
1625,175,1069,30,13731,101826865,3,60.03
1626,236,1011,22,11047,101842235,6,268.11
1627,236,1012,22,11047,101842235,2,89.32
1628,236,1015,22,11047,101842235,7,312.58
1629,236,1016,22,11047,101842235,4,178.58
1630,236,1026,22,11047,101842235,6,267.84
1631,236,1028,22,11047,101842235,10,446.56
1632,236,1058,22,11047,101842235,12,535.69
1633,236,1381,22,11047,101842235,9,401.96
1634,236,1383,22,11047,101842235,9,401.81
1635,236,1386,22,11047,101842235,8,357.17
1636,236,1583,22,11047,101842235,12,536.72
1637,236,1028,73,12054,101847705,3,775.2
1638,236,1058,73,12054,101847705,19,4907.12
1639,236,1386,73,12054,101847705,4,1022.87
1640,236,1380,73,12054,101847705,3,777.11
1641,236,1583,73,12054,101847705,6,1493.51
1642,236,1026,73,11118,101847762,4,81.58
1643,236,1028,73,11118,101847762,12,244.74
1644,236,1058,73,11118,101847762,104,2121.08
1645,236,1386,73,11118,101847762,9,183.52
1646,236,1769,73,11118,101847762,15,321.86
1647,244,10081,73,11118,101847762,8,123.64
1648,236,1380,73,11118,101847762,8,163.05
1649,236,1583,73,11118,101847762,8,162.82
1650,236,1026,73,11118,101847770,3,90.22
1651,236,1028,73,11118,101847770,14,419.59
1652,236,1044,73,11118,101847770,2,59.39
1653,236,1058,73,11118,101847770,81,2435.82
1654,236,1386,73,11118,101847770,6,180.33
1655,236,1769,73,11118,101847770,60,1889.27
1656,244,10081,73,11118,101847770,8,182.44
1657,236,1380,73,11118,101847770,10,299.54
1658,236,1583,73,11118,101847770,7,210.16
1659,236,1028,73,11118,101847788,15,244.32
1660,236,1040,73,11118,101847788,3,48.89
1661,236,1044,73,11118,101847788,2,32.6
1662,236,1058,73,11118,101847788,105,1711.42
1663,236,1386,73,11118,101847788,11,179.13
1664,236,1769,73,11118,101847788,50,851.28
1665,244,10081,73,11118,101847788,14,170.94
1666,236,1380,73,11118,101847788,16,259.53
1667,236,1583,73,11118,101847788,8,130.25
1668,215,1002,40,11108,101851525,16,227.6
1669,215,1003,40,11108,101851525,19,265.71
1671,223,1578,13,11259,101856209,2,566958.0
1672,233,1567,13,11259,101856209,1,21187.42
1673,233,1522,13,11259,101856209,1,21187.43
1674,223,1578,13,11259,101856235,1,184239.0
1675,233,1567,13,11259,101856235,4,54345.08
1676,236,1011,23,14412,101860359,6,321.57
1677,236,1012,23,14412,101860359,6,322.44
1678,236,1015,23,14412,101860359,4,214.4
1679,236,1016,23,14412,101860359,3,154.42
1680,236,1026,23,14412,101860359,5,266.69
1681,236,1028,23,14412,101860359,22,1178.31
1682,236,1058,23,14412,101860359,48,2592.62
1683,236,1381,23,14412,101860359,7,377.68
1684,236,1383,23,14412,101860359,2,108.02
1685,236,1386,23,14412,101860359,4,216.06
1686,236,1380,23,14412,101860359,4,216.05
1687,196,10298,23,14412,101860359,84,14634.2
1688,196,10299,23,14412,101860359,6,1051.98
1689,196,10300,23,14412,101860359,8,1399.0
1690,196,10319,23,14412,101860359,6,1052.79
1691,196,10320,23,14412,101860359,3,548.3
1692,196,10322,23,14412,101860359,6,1045.34
1693,182,1069,23,14412,101860359,-1,-38.04
1694,236,1583,23,14412,101860359,6,317.73
1695,236,1011,23,14412,101860393,2,30.19
1696,236,1012,23,14412,101860393,6,90.44
1697,236,1015,23,14412,101860393,24,361.91
1698,236,1016,23,14412,101860393,22,331.42
1699,236,1028,23,14412,101860393,4,60.34
1700,236,1039,23,14412,101860393,36,549.48
1701,236,1058,23,14412,101860393,630,9510.31
1702,236,1119,23,14412,101860393,7,105.87
1703,236,1122,23,14412,101860393,3,45.16
1704,236,1381,23,14412,101860393,21,316.75
1705,236,1383,23,14412,101860393,7,105.66
1706,236,1386,23,14412,101860393,7,105.59
1707,196,10298,23,14412,101860393,408,20134.48
1708,196,10300,23,14412,101860393,10,496.43
1709,196,10319,23,14412,101860393,4,198.34
1710,196,10320,23,14412,101860393,6,331.77
1711,196,10322,23,14412,101860393,6,296.13
1712,182,1069,23,14412,101860393,11,120.45
1713,236,1582,23,14412,101860393,33,501.87
1714,236,1583,23,14412,101860393,6,90.57
1715,215,1002,32,11688,101865400,4,53.6
1716,233,1546,32,11688,101865400,8,966.45
1717,235,1366,32,11688,101865400,2,234.73
1718,236,1011,23,15696,101870814,11,93.88
1719,236,1012,23,15696,101870814,14,119.48
1720,236,1026,23,15696,101870814,1,7.72
1721,236,1028,23,15696,101870814,13,110.97
1722,236,1381,23,15696,101870814,5,42.03
1723,236,1383,23,15696,101870814,3,25.6
1724,236,1582,23,15696,101870814,20,170.13
1725,236,1584,23,15696,101870814,14,119.32
1726,236,1011,23,15696,101870897,6,146.57
1727,236,1012,23,15696,101870897,8,196.76
1728,236,1028,23,15696,101870897,6,147.83
1729,236,1058,23,15696,101870897,60,1478.61
1730,236,1381,23,15696,101870897,10,246.35
1731,236,1383,23,15696,101870897,6,147.69
1732,236,1582,23,15696,101870897,14,343.84
1734,238,993,23,12272,101883171,8,402.52
1735,244,10081,23,12272,101883171,7,244.07
1736,196,10298,23,12272,101883171,6,788.69
1737,196,10299,23,12272,101883171,15,1810.35
1738,196,10300,23,12272,101883171,8,1060.11
1739,196,10319,23,12272,101883171,10,1314.5
1740,196,10322,23,12272,101883171,8,1072.84
1741,196,10334,23,12272,101883171,8,1022.81
1742,196,10335,23,12272,101883171,6,712.15
1743,236,1775,23,12272,101883171,450,20734.5
1744,236,1011,23,15599,101884328,14,214.98
1745,236,1012,23,15599,101884328,17,260.94
1746,236,1015,23,15599,101884328,7,107.44
1747,236,1016,23,15599,101884328,12,184.18
1748,236,1026,23,15599,101884328,6,92.09
1749,236,1028,23,15599,101884328,8,122.81
1750,236,1039,23,15599,101884328,10,155.54
1751,236,1040,23,15599,101884328,6,93.21
1752,236,1043,23,15599,101884328,12,184.19
1753,236,1044,23,15599,101884328,2,30.71
1754,236,1058,23,15599,101884328,174,2670.68
1755,236,1119,23,15599,101884328,13,199.87
1756,236,1120,23,15599,101884328,8,122.92
1757,236,1121,23,15599,101884328,12,184.5
1758,236,1122,23,15599,101884328,1,15.54
1759,236,1381,23,15599,101884328,16,245.57
1760,236,1383,23,15599,101884328,20,307.05
1761,236,1385,23,15599,101884328,14,215.4
1762,236,1386,23,15599,101884328,33,507.11
1763,244,10071,23,15599,101884328,31,352.0
1764,244,10081,23,15599,101884328,34,387.9
1765,236,1380,23,15599,101884328,12,184.37
1766,196,10298,23,15599,101884328,216,9059.11
1767,196,10299,23,15599,101884328,8,336.67
1768,196,10300,23,15599,101884328,6,251.51
1769,196,10319,23,15599,101884328,3,125.53
1770,196,10322,23,15599,101884328,11,460.62
1771,196,10335,23,15599,101884328,5,208.97
1772,175,1069,23,15599,101884328,1,10.5
1773,236,1582,23,15599,101884328,32,491.42
1774,236,1583,23,15599,101884328,9,138.46
1775,236,1584,23,15599,101884328,10,158.95
1776,236,1559,23,15599,101884328,17,263.76
1777,215,972,16,11134,101892800,8,201.6
1778,215,1002,16,11134,101892800,10,252.0
1779,215,1003,16,11134,101892800,3,75.6
1780,233,1567,16,11134,101892800,1,251.34
1781,238,993,16,11134,101892800,7,205.39
1782,240,1036,16,11134,101892800,1,40.35
1783,240,1073,16,11134,101892800,2,80.7
1784,196,10322,16,11134,101892800,2,224.21
1785,182,1069,16,11134,101892800,4,113.26
1786,215,1002,16,11134,101892818,2,73.2
1787,236,1769,16,11134,101892818,3,140.98
1788,240,1036,16,11134,101892818,4,208.62
1789,196,10322,16,11134,101892818,3,479.32
1790,244,10073,16,11134,101892818,1,34.01
1791,182,1069,16,11134,101892818,11,468.27
1792,182,1869,16,11134,101892818,2,85.14
1794,215,985,108,12120,101912640,100,53.0
1795,196,10298,108,12120,101912640,100,219.43
1796,215,985,108,12120,101912657,1100,851.72
1797,236,1050,108,12120,101912657,799,3171.53
1798,236,1250,108,12120,101912657,100,146.27
1799,196,10298,108,12120,101912657,50,135.9
1800,215,985,108,12120,101912665,1700,953.96
1801,196,10298,108,12120,101912665,500,1116.53
1802,215,985,108,12120,101916153,186,2356.15
1803,236,1050,108,12120,101916153,11,242.61
1804,240,1069,108,12120,101916153,1,14.09
1805,223,1064,108,12120,101916153,40,45137.0
1806,215,985,108,12120,101916161,5,57.5
1807,236,1050,108,12120,101916161,4,80.77
1808,240,1069,108,12120,101916161,1,15.62
1809,196,10298,108,12120,101916161,3,139.45
1810,236,1050,68,12464,101950368,1,1006.46
1811,238,993,68,12464,101950368,1,860.91
1812,240,1036,68,12464,101950368,1,973.59
1813,233,1522,68,12464,101950368,1,5666.3
1814,233,1567,68,12464,101950483,1,5288.55
1815,235,1220,68,12464,101950483,1,5166.18
1816,236,1050,68,12464,101950483,1,1014.59
1817,240,1036,68,12464,101950483,2,1859.42
1818,233,1522,68,12464,101950483,1,5296.16
1819,223,1519,68,12464,101950483,1,72898.0
1820,215,1179,68,12464,101950517,1,106.22
1821,233,1567,68,12464,101950517,3,2439.49
1822,235,1326,68,12464,101950517,1,792.19
1823,236,1303,68,12464,101950517,1,138.37
1824,238,993,68,12464,101950517,4,562.99
1825,238,1015,68,12464,101950517,1,155.36
1826,240,1036,68,12464,101950517,2,321.44
1827,235,1054,68,12464,101950517,2,1645.67
1828,175,1069,68,12464,101950517,4,437.01
1829,182,1069,68,12464,101950517,2,237.83
1830,233,1522,68,12464,101950517,3,2440.54
1831,223,1519,68,12464,101950517,5,58164.0
1832,215,1088,68,12464,101950517,2,213.73
1833,223,1578,68,12464,101950616,1,72334.0
1834,233,1567,68,12464,101950616,1,5482.0
1835,236,1050,68,12464,101950616,1,981.62
1836,238,993,68,12464,101950616,1,869.71
1837,240,1036,68,12464,101950616,1,962.05
1838,233,1522,68,12464,101950616,1,5482.01
1839,215,1088,68,12464,101950616,2,1358.1
1840,215,1179,68,12464,101950657,1,121.42
1841,223,1578,68,12464,101950657,3,40490.0
1842,233,1567,68,12464,101950657,3,2754.65
1843,235,1326,68,12464,101950657,1,891.23
1844,236,1303,68,12464,101950657,2,318.86
1845,238,993,68,12464,101950657,4,620.45
1846,238,1015,68,12464,101950657,1,180.73
1847,240,1036,68,12464,101950657,4,638.36
1848,235,1054,68,12464,101950657,1,936.13
1849,175,1069,68,12464,101950657,2,250.78
1850,182,1069,68,12464,101950657,4,485.42
1851,233,1522,68,12464,101950657,2,1966.58
1852,223,1519,68,12464,101950657,1,13360.0
1853,215,1088,68,12464,101950657,5,626.07
1854,215,1179,68,12464,101950723,4,423.56
1855,223,1578,68,12464,101950723,3,33872.0
1856,227,969,68,12464,101950723,6,878.07
1857,233,1567,68,12464,101950723,3,2484.12
1858,235,1220,68,12464,101950723,1,829.61
1859,236,1303,68,12464,101950723,1,146.79
1860,238,993,68,12464,101950723,2,296.39
1861,238,1015,68,12464,101950723,2,307.25
1862,240,1036,68,12464,101950723,4,590.79
1863,175,1069,68,12464,101950723,3,336.82
1864,182,1069,68,12464,101950723,6,671.32
1865,233,1522,68,12464,101950723,2,1704.94
1866,223,1519,68,12464,101950723,3,33652.0
1867,215,1088,68,12464,101950723,3,309.7
1868,215,1179,68,12464,101950731,1,649.29
1869,223,1578,68,12464,101950731,2,143447.0
1870,227,969,68,12464,101950731,2,1778.93
1871,233,1567,68,12464,101950731,2,10492.52
1872,235,1220,68,12464,101950731,1,5163.58
1873,235,1326,68,12464,101950731,1,5159.89
1874,223,1519,68,12464,101950731,2,144256.0
1875,215,1088,68,12464,101950731,2,1299.84
1878,227,969,68,12464,101951143,3,2055.71
1879,223,1519,68,12464,101951143,1,54568.0
1880,215,1088,68,12464,101951143,1,503.7
1881,215,1002,72,11159,101973675,4,116.06
1882,215,1003,72,11159,101973675,1,29.69
1883,223,1419,72,11159,101973675,3,9720.0
1884,223,1578,72,11159,101973675,1,3292.0
1885,227,969,72,11159,101973675,1,40.15
1886,233,1476,72,11159,101973675,4,961.95
1887,235,1175,72,11159,101973675,3,693.46
1888,235,1203,72,11159,101973675,4,926.61
1889,236,1288,72,11159,101973675,2,82.22
1890,238,993,72,11159,101973675,3,127.96
1891,238,1015,72,11159,101973675,2,84.71
1892,240,1036,72,11159,101973675,1,44.45
1893,244,10081,72,11159,101973675,1,28.94
1894,196,10299,72,11159,101973675,2,215.01
1895,196,10322,72,11159,101973675,2,212.59
1896,244,10075,72,11159,101973675,1,29.47
1897,175,1069,72,11159,101973675,3,98.29
1898,233,1522,72,11159,101973675,3,735.77
1899,233,1526,72,11159,101973675,5,1236.42
1902,236,1026,34,11150,102000864,15,240.72
1903,236,1028,34,11150,102000864,53,991.64
1904,236,1058,34,11150,102000864,150,2547.6
1905,236,1119,34,11150,102000864,19,371.08
1906,236,1386,34,11150,102000864,35,630.74
1907,236,1583,34,11150,102000864,43,862.33
1908,215,972,38,11299,102014458,37,336.7
1909,215,985,38,11299,102014458,195,1774.5
1910,215,1002,38,11299,102014458,39,354.9
1911,196,10298,38,11299,102014458,33,1030.42
1912,196,10299,38,11299,102014458,26,812.71
1913,196,10301,38,11299,102014458,15,471.36
1914,196,10310,38,11299,102014458,12,375.39
1915,196,10322,38,11299,102014458,19,594.81
1916,196,10350,38,11299,102014458,11,346.13
1917,196,10334,38,11299,102014458,22,689.23
1918,196,10335,38,11299,102014458,5,159.44
1919,236,1011,22,12198,102091851,24,280.12
1920,236,1012,22,12198,102091851,60,699.48
1921,236,1015,22,12198,102091851,13,151.49
1922,236,1016,22,12198,102091851,12,140.0
1923,236,1026,22,12198,102091851,37,431.35
1924,236,1028,22,12198,102091851,72,840.87
1925,236,1039,22,12198,102091851,4,46.77
1926,236,1040,22,12198,102091851,13,152.29
1927,236,1043,22,12198,102091851,13,151.51
1928,236,1044,22,12198,102091851,7,82.0
1929,236,1058,22,12198,102091851,1515,17639.93
1930,236,1119,22,12198,102091851,15,175.57
1931,236,1120,22,12198,102091851,17,198.56
1932,236,1121,22,12198,102091851,7,82.0
1933,236,1122,22,12198,102091851,4,46.85
1934,236,1381,22,12198,102091851,11,128.35
1935,236,1383,22,12198,102091851,13,151.71
1936,236,1384,22,12198,102091851,12,139.82
1937,236,1385,22,12198,102091851,7,81.52
1938,236,1386,22,12198,102091851,25,291.86
1939,240,1036,22,12198,102091851,21,310.92
1940,240,1045,22,12198,102091851,14,206.98
1941,240,1068,22,12198,102091851,1,14.68
1942,244,10071,22,12198,102091851,329,2751.97
1943,244,10081,22,12198,102091851,86,719.17
1944,196,10298,22,12198,102091851,264,10937.63
1945,196,10299,22,12198,102091851,17,703.7
1946,196,10300,22,12198,102091851,17,704.26
1947,196,10319,22,12198,102091851,19,787.12
1948,196,10320,22,12198,102091851,6,248.31
1949,196,10322,22,12198,102091851,32,1325.72
1950,196,10308,22,12198,102091851,6,248.35
1951,196,10334,22,12198,102091851,22,909.85
1952,196,10335,22,12198,102091851,14,579.53
1953,236,1582,22,12198,102091851,20,233.52
1954,236,1583,22,12198,102091851,53,618.91
1955,236,1584,22,12198,102091851,11,127.56
1956,236,1559,22,12198,102091851,12,139.21
1957,240,1077,22,12198,102091851,22,320.7
1958,215,972,27,12081,102112387,15,303.75
1959,215,985,27,12081,102112387,2,40.5
1960,215,1002,27,12081,102112387,7,141.74
1961,215,1003,27,12081,102112387,3,60.75
1962,223,1419,27,12081,102112387,16,37800.0
1963,223,1578,27,12081,102112387,13,30712.0
1964,223,1639,27,12081,102112387,51,120474.0
1965,233,1501,27,12081,102112387,7,1438.78
1966,233,1567,27,12081,102112387,6,1229.5
1967,235,1055,27,12081,102112387,119,23700.85
