pk_5,count
122658929,3
108084954,3
111345467,3
116306311,3
101369668,3
101099646,3
119459895,3
122758999,3
115396325,3
119454567,3
121333777,3
104453807,3
119454273,3
113159609,3
109289126,3
104453793,3
101951143,3
118939443,3
107024937,3
116308500,3
115545975,3
101307148,3
101912640,2
120635799,2
112959566,2
119558710,2
112958047,2
115030363,2
114652387,2
101055200,2
122905969,2
101643955,2
116201927,2
122516883,2
101146470,2
112069374,2
105026659,2
107025827,2
102994223,2
122685103,2
111997863,2
121536163,2
120548516,2
122253130,2
101194850,2
109398790,2
101606333,2
117902392,2
109460534,2
105297833,2
118605588,2
140128057,2
107025363,2
120101198,2
121568375,2
116252076,2
122304711,2
101207033,2
121035091,2
101606291,2
116200270,2
109398901,2
101856235,2
121586381,2
121662517,2
116198357,2
103908185,2
121353369,2
101005559,2
111998177,2
122640010,2
119454354,2
122523324,2
101183515,2
122693979,2
120101228,2
119460028,2
116431629,2
119292184,2
110903881,2
120548494,2
122666133,2
101745818,2
119426839,2
110903889,2
122721401,2
121893136,2
113942241,2
120603329,2
122426043,2
109288909,2
112362578,2
116252025,2
101789063,2
100074224,2
102238615,2
111997901,2
116292009,2
109366015,2
102231619,2
122116613,2
122159622,2
101727725,2
123069058,2
114668389,2
116308497,2
105014114,2
109882455,2
113942373,2
101066207,2
101183176,2
111199940,2
101912665,2
121827184,2
111482561,2
122892184,2
116417482,2
122304576,2
118071230,2
122523588,2
110522381,2
101851525,2
122632139,2
129660437,2
107025272,2
110903865,2
111217539,2
119453021,2
122523519,2
101052942,2
109130828,2
109589448,2
109365094,2
122353729,2
101010577,1
101951028,1
116431507,1
121415757,1
116417180,1
116423839,1
116099464,1
119419265,1
123060697,1
119502030,1
110903873,1
111418715,1
101661270,1
116215545,1
116431450,1
101467728,1
106571508,1
109314473,1
102699795,1
114384595,1
113942187,1
109289347,1
116198249,1
116296472,1
101313252,1
106662737,1
106685149,1
119419222,1
121302693,1
121674515,1
111417891,1
144925708,1
107137752,1
121674507,1
106662752,1
122304622,1
116431939,1
120878710,1
109508766,1
119454303,1
112251067,1
115767951,1
109289576,1
116200475,1
120401280,1
114495028,1
101019248,1
105010895,1
101601052,1
102678402,1
101789808,1
114104469,1
122968237,1
122968245,1
107055295,1
116416834,1
119292230,1
122888586,1
123060646,1
101988897,1
121733694,1
101853859,1
119282349,1
115366629,1
121674477,1
106662719,1
102510056,1
120272243,1
109288429,1
114398391,1
122910778,1
101019875,1
115030282,1
101003539,1
101652774,1
101652790,1
101609915,1
101609931,1
122069577,1
101306975,1
116417129,1
109365892,1
118731435,1
109409075,1
101296952,1
101235554,1
111418294,1
104213512,1
105305143,1
103179369,1
122283145,1
118854588,1
102239247,1
107032385,1
116417219,1
104102672,1
121652007,1
112003934,1
101450591,1
113650690,1
116431884,1
107025429,1
103310395,1
116198470,1
109317294,1
103066818,1
144926003,1
102524235,1
122305904,1
121414998,1
160024311,1
113192730,1
122253106,1
119418714,1
105297825,1
106721194,1
101442299,1
116199965,1
109284399,1
101112308,1
112919742,1
109288829,1
120880561,1
101666287,1
101666303,1
101418606,1
107239188,1
160024358,1
114362230,1
107032443,1
116199399,1
122892289,1
119459869,1
101427250,1
114104436,1
114104444,1
101003465,1
101003481,1
109826269,1
115030304,1
102386126,1
160024396,1
114384599,1
114148449,1
119039438,1
101768745,1
114771610,1
114384617,1
160024298,1
160024306,1
109371289,1
111423399,1
121653178,1
101122083,1
101793875,1
112226437,1
101464204,1
121079994,1
102766824,1
112769260,1
101652816,1
113363322,1
123060619,1
100016639,1
112958144,1
114397929,1
129660452,1
122871217,1
111471462,1
107025728,1
121777276,1
105000148,1
105000156,1
120880502,1
160060987,1
122034765,1
114384498,1
112846549,1
112846613,1
113942314,1
101787695,1
121415951,1
108974712,1
116298699,1
101606382,1
122186759,1
143373348,1
122666141,1
122666149,1
101057818,1
101057834,1
106617640,1
103027561,1
112754387,1
103485446,1
109508739,1
101898599,1
114385648,1
143373090,1
109398829,1
143373314,1
116227187,1
121975930,1
101876860,1
116432023,1
115995083,1
101995942,1
105002418,1
101002689,1
107003339,1
101666269,1
108049962,1
116149869,1
160024244,1
102457015,1
160024260,1
122353779,1
107270050,1
102304618,1
107022219,1
109329292,1
114605036,1
114605044,1
109288448,1
106288145,1
121582637,1
122924086,1
101735488,1
103066710,1
114660681,1
105102684,1
119454362,1
101705127,1
121644559,1
114826792,1
107038283,1
112741978,1
111199851,1
101951135,1
114384560,1
121415455,1
119035971,1
