data_2,count
378.51,1
11548.44,1
125.77,1
18.38,1
1047.59,1
2356.34,1
330.04,1
169.55,1
317.89,1
114.06,1
2262.31,1
1651.57,1
1055.05,1
808.56,1
79.07,1
2051.7,1
8.72,1
8644.1,1
234.67,1
42.64,1
774.81,1
1762.71,1
1044.4,1
283.08,1
83.93,1
8403.86,1
92.91,1
210.31,1
289.13,1
17499.0,1
209.88,1
542.47,1
575.4,1
2148.82,1
93.49,1
310.61,1
584.33,1
-29.43,1
194.45,1
138.33,1
1084.12,1
962.79,1
88.7,1
624.37,1
5218.55,1
512.52,1
152.89,1
37645.13,1
889.24,1
301.52,1
10228.84,1
6675.01,1
2225.65,1
56.03,1
35.55,1
2452.27,1
176.28,1
775.2,1
201.77,1
-1.72,1
2680.53,1
558.82,1
31080.0,1
739.97,1
954.09,1
32.05,1
36.04,1
479.6,1
229.69,1
328.4,1
8518.0,1
1671.26,1
937.27,1
96.9,1
1666.96,1
112.1,1
17.28,1
12793.65,1
65.88,1
67.13,1
4.08,1
211.63,1
48.05,1
1482.36,1
901.29,1
4968.18,1
991.07,1
138.89,1
10815.14,1
122.64,1
130.75,1
3257.21,1
630.34,1
1198.97,1
3856.86,1
341.6,1
133.72,1
473.39,1
7596.12,1
60.45,1
597.05,1
8490.83,1
-59.16,1
356.02,1
979.63,1
98.29,1
205.46,1
340.21,1
2761.38,1
685.93,1
878.07,1
558.28,1
4165.09,1
55882.91,1
23.43,1
98.21,1
136.23,1
2228.72,1
13760.61,1
3495.52,1
1255.16,1
299.54,1
66.78,1
738.5,1
48.18,1
1314.01,1
10565.0,1
25.42,1
95468.48,1
62.96,1
272.5,1
12191.03,1
2897.25,1
159.24,1
1273.39,1
578.25,1
527.74,1
783.4,1
732.6,1
124.72,1
172.31,1
115.05,1
1443.36,1
216.09,1
13776.85,1
949.52,1
-2.6,1
1233.14,1
17757.38,1
-89.07,1
71.55,1
324.1,1
4864.59,1
321.44,1
168.91,1
65.05,1
2356.15,1
670.58,1
52652.29,1
30902.0,1
5922.0,1
372.13,1
16.53,1
1895.19,1
1133.47,1
722.2,1
1476.08,1
41233.0,1
35.13,1
454.55,1
517.72,1
28646.49,1
934.48,1
1448.81,1
58.46,1
108.58,1
98.25,1
160.5,1
1072.52,1
288676.0,1
113.84,1
103.75,1
86.02,1
109550.71,1
573.96,1
2540.78,1
3122.32,1
100.75,1
445.74,1
-64.14,1
1781.93,1
-89.01,1
146.98,1
94.55,1
13144.39,1
523.79,1
1053.36,1
5507.81,1
520.2,1
272.31,1
140.91,1
409.18,1
4398.0,1
2301.03,1
1476.36,1
7000.0,1
672.29,1
19590.0,1
212.17,1
22992.0,1
800.58,1
506.57,1
1325.72,1
273.71,1
113.76,1
20.29,1
502.08,1
109.86,1
924.08,1
51.14,1
55698.67,1
42.78,1
1052.79,1
4784.91,1
113.83,1
7220.85,1
2637.02,1
1665.49,1
79.53,1
1487.65,1
381.9,1
693.89,1
146.38,1
93.2,1
279.99,1
106.97,1
863.75,1
2263.87,1
483.11,1
6538.0,1
5797.0,1
1900.22,1
749.12,1
547.42,1
3522.1,1
813.18,1
892.84,1
766.82,1
7693.34,1
2008.9,1
86.09,1
2242.23,1
189.21,1
154.42,1
1223.41,1
3138.44,1
418.65,1
933.58,1
83.44,1
5049.28,1
636.14,1
467.7,1
1115.67,1
17073.0,1
73.98,1
42.84,1
979.33,1
77.29,1
8574.75,1
178.13,1
4338.91,1
217.35,1
792.19,1
85.59,1
18568.21,1
998.61,1
137.84,1
-206.78,1
3838.85,1
167.88,1
19.68,1
51.44,1
740.64,1
-119.11,1
6119.0,1
42.16,1
-18.92,1
35470.26,1
275.09,1
1395.02,1
58.76,1
3315.47,1
370.75,1
1622.18,1
60.75,1
495.0,1
59.92,1
13520.88,1
170.4,1
4907.12,1
1073.82,1
1593.45,1
1267.88,1
6364.23,1
8708.48,1
2805.72,1
87.11,1
78540.0,1
3628.93,1
276.52,1
531.7,1
954.92,1
57.38,1
182.27,1
221.3,1
395.85,1
21187.42,1
1037.58,1
98.74,1
1158393.0,1
941.16,1
962.47,1
10029.66,1
1835.06,1
575.18,1
4781.0,1
482.5,1
27304.23,1
108.16,1
99.08,1
213.45,1
4282.63,1
434.64,1
62701.58,1
1014.59,1
-58.66,1
168.08,1
74.63,1
28107.14,1
3359.24,1
11400.0,1
218.29,1
-986.84,1
4172.63,1
141.74,1
78.35,1
172.48,1
1692.73,1
5349.05,1
59394.0,1
545.73,1
361.69,1
336.31,1
323.99,1
232.81,1
1008.05,1
574.03,1
310.22,1
427.91,1
329.22,1
29.6,1
45.7,1
146.57,1
62.29,1
2722.02,1
4796.13,1
219.75,1
435.68,1
117.35,1
2353.72,1
4194.96,1
61.74,1
2172.83,1
72.15,1
524.22,1
627.29,1
358.86,1
137099.41,1
961.05,1
194.46,1
4028.08,1
365.62,1
812.71,1
881.62,1
829.01,1
1234.02,1
1812.11,1
993.91,1
331.3,1
996.57,1
23.03,1
265.98,1
231.03,1
464.49,1
347.53,1
45058.07,1
1060.26,1
6081.03,1
513.87,1
7118.14,1
845.34,1
491.35,1
52.21,1
75.6,1
138.69,1
7654.18,1
72.85,1
8046.22,1
64.08,1
111.88,1
470.4,1
3079.2,1
540.34,1
5235.48,1
804.25,1
1409.46,1
480.92,1
4668.97,1
49.12,1
98.7,1
1219.99,1
88.78,1
-20.67,1
64.06,1
780.19,1
88.22,1
593.28,1
2239.53,1
14.03,1
23.37,1
42.7,1
736.43,1
1826.05,1
101.02,1
74.42,1
3364.29,1
491.42,1
891.23,1
434.16,1
2487.15,1
47.73,1
113.33,1
82.61,1
667.16,1
10972.1,1
14200.93,1
76.2,1
561.99,1
1934.87,1
814.15,1
909.85,1
207.81,1
108.3,1
3166.19,1
14.26,1
14.68,1
165.35,1
1780.12,1
1757.92,1
1388.2,1
671.27,1
9151.0,1
72.04,1
131.88,1
2067.75,1
939.5,1
170.37,1
45.91,1
181.65,1
1814.37,1
548.54,1
503.51,1
699.59,1
112.81,1
18000.0,1
141.06,1
60689.45,1
313.24,1
51.81,1
47.51,1
70.47,1
339.65,1
8143.14,1
430.01,1
6334.0,1
296.13,1
197817.0,1
222.96,1
60.03,1
68.64,1
106.84,1
143.41,1
233.72,1
67.42,1
235.37,1
52.58,1
71.02,1
940.56,1
78.32,1
0.18,1
506.48,1
1379.49,1
220.9,1
107.8,1
111.69,1
198.31,1
868.47,1
19595.91,1
1190.91,1
2175.85,1
207.44,1
215.4,1
220.1,1
615.14,1
98.66,1
221.17,1
15498.0,1
234.73,1
10827.0,1
5580.0,1
1153.0,1
2687.03,1
898.33,1
134.1,1
499.96,1
1006.15,1
3532.41,1
300.63,1
144574.0,1
501.82,1
16603.15,1
51667.59,1
318.5,1
54568.0,1
428.79,1
269.21,1
130.48,1
705.61,1
12228.38,1
1309.73,1
567.31,1
2935.9,1
838.12,1
7189.01,1
376.25,1
276.35,1
80.42,1
85.65,1
9723.87,1
1019.9,1
195.58,1
259.87,1
14573.59,1
155.77,1
97.71,1
7149.3,1
1561.17,1
513.16,1
1097.5,1
3218.25,1
189.5,1
347.5,1
87.75,1
38.19,1
761.65,1
181.25,1
30237.11,1
514.51,1
1032.28,1
129.55,1
3614.94,1
259.56,1
136.63,1
2173.83,1
20361.51,1
604.18,1
12.84,1
201.52,1
642.77,1
3071.28,1
354.3,1
1008.74,1
540.44,1
666.31,1
8523.63,1
156.24,1
162.83,1
78.68,1
73.22,1
-86.55,1
635.89,1
443.64,1
198.38,1
1280.94,1
126.3,1
18218.83,1
118.95,1
19.18,1
3721.13,1
12371.0,1
1467.0,1
768.79,1
16100.12,1
112.01,1
1187.85,1
990.54,1
48.03,1
2117.98,1
58.24,1
3940.52,1
3844.42,1
10788.32,1
1093.01,1
716.1,1
119.74,1
1791.8,1
163.58,1
130.43,1
4448.55,1
12696.6,1
283.61,1
2052.17,1
706.9,1
1541.08,1
504.44,1
17.52,1
416.79,1
834.64,1
222.01,1
179.81,1
218.87,1
735.84,1
163661.87,1
261.15,1
7.72,1
733.46,1
25.03,1
331.22,1
151.8,1
238.19,1
972.09,1
14738.53,1
2511.02,1
380.16,1
1696.49,1
280.16,1
163.91,1
368.66,1
1092.24,1
263.76,1
23.95,1
213.09,1
1168.13,1
669.35,1
388.99,1
207.5,1
6684.0,1
708.58,1
128.75,1
84.84,1
213.41,1
459.18,1
106.39,1
459945.0,1
1501.3,1
1669.83,1
716.92,1
2425.96,1
532.53,1
2092.44,1
209.55,1
290.64,1
487.77,1
101.28,1
67.03,1
307.98,1
16736.25,1
1953.35,1
703.63,1
1124.11,1
118.57,1
363.9,1
1937.57,1
1599.52,1
5598.0,1
465.02,1
228.14,1
596.48,1
136.46,1
9.12,1
242.28,1
543.21,1
49.57,1
60.68,1
866.68,1
179.82,1
148.05,1
168.54,1
195.42,1
263.16,1
1206.0,1
288.24,1
90.59,1
32.2,1
740.78,1
2205.55,1
601.26,1
563.22,1
114.18,1
127.43,1
853.52,1
596.39,1
2613.34,1
1072.66,1
2670.68,1
118.18,1
530.72,1
5000.9,1
785.55,1
80.06,1
49.41,1
124.66,1
1119.55,1
1652.78,1
186.18,1
78402.0,1
530.52,1
5001.34,1
158.19,1
262162.19,1
7.09,1
175.64,1
476.47,1
851.28,1
438.19,1
5180.63,1
467.53,1
270.82,1
1711.01,1
1170.72,1
17.46,1
-314.5,1
122.68,1
902.11,1
171676.19,1
240.36,1
299.63,1
522.17,1
910.0,1
2486.22,1
1017.83,1
18.75,1
234.0,1
597.89,1
391.76,1
489.38,1
22820.26,1
135.08,1
603.01,1
423.4,1
66.76,1
328.33,1
387630.0,1
322.0,1
65.58,1
338.25,1
4429.03,1
11168.72,1
55.21,1
397.47,1
803.55,1
46.75,1
251.82,1
72334.0,1
11727.13,1
242.3,1
1484.85,1
16.48,1
112.06,1
988.99,1
13906.0,1
282.87,1
13480.0,1
2272.89,1
2636.63,1
279.52,1
357.17,1
43.84,1
160.28,1
1743.22,1
5667.12,1
905.31,1
300.3,1
22807.03,1
2629.64,1
41.98,1
3229.0,1
249.0,1
3120.22,1
551.45,1
222.27,1
26936.0,1
79.4,1
2263.81,1
161.74,1
562.13,1
689.23,1
2431.78,1
256.06,1
3433.1,1
512.55,1
481.09,1
598.0,1
2654.55,1
312.06,1
425.94,1
2462.09,1
30.22,1
12281.13,1
148.99,1
486.14,1
174.98,1
21404.44,1
2474.82,1
40392.0,1
52.37,1
486.16,1
107.96,1
1192.47,1
312.27,1
2104.65,1
519.45,1
79483.0,1
-105.98,1
7957.9,1
10836.2,1
1698.19,1
7357.5,1
349.01,1
295.73,1
100.81,1
89.13,1
250.24,1
162.69,1
310.62,1
6886.05,1
86.28,1
1500.2,1
22.68,1
401.81,1
111.94,1
193.14,1
4590.2,1
2477.6,1
546.52,1
113.54,1
589.84,1
-40.88,1
250.15,1
497.07,1
195.92,1
25120.93,1
381.83,1
3494.77,1
29411.25,1
2751.01,1
779.27,1
432.94,1
128.53,1
770.55,1
949.45,1
220.28,1
146.19,1
643.8,1
273.49,1
51256.0,1
523.11,1
339.67,1
54345.08,1
390.95,1
858.1,1
311.7,1
1820.9,1
14843.13,1
106.66,1
76.04,1
1774.5,1
2004.0,1
251.5,1
1720.39,1
1526.0,1
-44.94,1
5565.12,1
330.18,1
96.39,1
497.88,1
1057.83,1
122.34,1
235.09,1
598.84,1
2089.76,1
496.26,1
24.31,1
69.93,1
3818.54,1
206.55,1
46.62,1
1883.05,1
975.39,1
144522.0,1
1238.38,1
4231.07,1
80.29,1
335.36,1
2411.52,1
282.84,1
377.96,1
541.7,1
45.65,1
130.83,1
-86.72,1
1282.14,1
104.95,1
14175.0,1
32088.57,1
72600.0,1
1392.93,1
125.32,1
53.6,1
605.25,1
942.54,1
-738.15,1
468.26,1
2121.08,1
1797.35,1
1162.65,1
1300.11,1
235.94,1
2425.12,1
2813.59,1
22247.0,1
269.12,1
915.94,1
-103.23,1
447.71,1
962.58,1
2232.15,1
577.44,1
745.67,1
29409.0,1
128.22,1
21.49,1
63924.9,1
4821.02,1
38.7,1
2046.18,1
70.67,1
858.28,1
3776.04,1
-110.58,1
14190.0,1
31.73,1
447.79,1
495043.0,1
96.98,1
10946.9,1
5774.0,1
4734.55,1
3236.8,1
1256.44,1
446.21,1
151.43,1
1145.96,1
725.81,1
32.77,1
3868.08,1
49834.0,1
43.28,1
7406.0,1
1462.02,1
184.8,1
111469.0,1
-79.6,1
1438.67,1
254.77,1
246.35,1
9930.88,1
157.13,1
572.59,1
511.16,1
60.74,1
8532.71,1
312.07,1
191.42,1
6.13,1
5724.39,1
321.25,1
5650.0,1
569.59,1
117.54,1
93.88,1
2726.16,1
63.06,1
99.12,1
222595.0,1
530.98,1
931.87,1
446.67,1
465.65,1
187.2,1
130.81,1
190.64,1
46.3,1
2094.07,1
11070.0,1
66590.51,1
1816.3,1
78.3,1
803.85,1
137.22,1
111095.0,1
208.62,1
2371.96,1
2775.82,1
56.98,1
155.41,1
14365.9,1
102.17,1
468.08,1
316.0,1
85.5,1
21.25,1
3271.86,1
88.5,1
16.49,1
73.0,1
113.59,1
-6120.96,1
447.36,1
122.01,1
9639.78,1
94.4,1
224.21,1
79.52,1
556.81,1
328.61,1
52.59,1
525.52,1
66.73,1
13052.6,1
2773.99,1
5735.42,1
403.56,1
238.88,1
94969.08,1
12914.98,1
7579.65,1
293.03,1
126.2,1
97.41,1
141.88,1
40380.0,1
1143.0,1
610.79,1
568.87,1
17250.0,1
28.36,1
28.06,1
836.27,1
3343.98,1
74.78,1
6899.25,1
424.88,1
206.32,1
291.83,1
1554.62,1
3076.1,1
404.99,1
4290.86,1
101.22,1
482.97,1
2732.29,1
887.06,1
659.41,1
883.6,1
906.21,1
362.5,1
2147.61,1
502.41,1
1123.93,1
-29.57,1
1678.53,1
1257.47,1
317.1,1
244.11,1
128.01,1
141.93,1
112.31,1
-42.24,1
2824.95,1
383.15,1
50.87,1
34.01,1
71385.97,1
767.96,1
146.62,1
7.57,1
58.81,1
333.13,1
554.33,1
2103.16,1
278.7,1
1853.2,1
51.36,1
105323.0,1
117.05,1
6973.0,1
208.53,1
531.24,1
360.69,1
171.78,1
162.88,1
114.04,1
101.63,1
223118.0,1
265.84,1
728.5,1
154.79,1
2595.36,1
2441.46,1
329.05,1
20226.0,1
291.48,1
1191.46,1
738.62,1
804.55,1
2713.37,1
962.05,1
2027.9,1
449.4,1
948.76,1
36.68,1
150.26,1
551.83,1
1955.85,1
5.36,1
2699.69,1
1096.34,1
7325.59,1
5281.29,1
973.59,1
90.47,1
80.21,1
900.31,1
1257.72,1
243.78,1
162.44,1
11.47,1
207.68,1
3096.12,1
593.97,1
136.11,1
137.63,1
13137.63,1
4564.64,1
716.25,1
9.37,1
1435.73,1
1914.05,1
82688.34,1
1277.95,1
7517.52,1
179.13,1
1651.13,1
86.48,1
254.85,1
94158.38,1
84.71,1
32187.43,1
357.25,1
1398.82,1
1655.72,1
3133.47,1
158.4,1
693.46,1
369.0,1
71.05,1
-95.64,1
940.68,1
3038.75,1
977.5,1
100.95,1
1135.89,1
113.99,1
1762.51,1
766.31,1
1454.06,1
65.47,1
157136.2,1
314.77,1
31479.0,1
104.98,1
6561.98,1
170.25,1
396.29,1
214.41,1
684.9,1
163.05,1
112.52,1
64.57,1
238.32,1
19079.42,1
385.82,1
397.18,1
2719.0,1
16992.0,1
256.18,1
1150.61,1
2426.08,1
82886.0,1
341.97,1
39553.0,1
920.64,1
19180.0,1
732.98,1
1208.14,1
1151.86,1
223.21,1
17644.25,1
1071.03,1
2321.94,1
522.22,1
5208.77,1
89010.0,1
1092.25,1
284.86,1
151.46,1
106.22,1
12335.8,1
1026.69,1
-1754.04,1
1468.32,1
767.21,1
75.06,1
4007.18,1
205.11,1
40002.0,1
1306.98,1
3193.4,1
2476.26,1
4787.2,1
181.88,1
446.56,1
175.57,1
9801.26,1
196.2,1
10236.39,1
35232.0,1
224.62,1
968.09,1
229.77,1
167.13,1
490.48,1
149.24,1
220.87,1
47573.0,1
3401.48,1
132.7,1
104.65,1
4747.26,1
58.43,1
128.34,1
229.56,1
42405.42,1
1061.51,1
204.2,1
446.23,1
25752.0,1
1007.73,1
89.38,1
592.8,1
87.1,1
142.77,1
17330.33,1
858.17,1
57.05,1
403.7,1
744885.0,1
338.42,1
272.71,1
1591.1,1
537.91,1
89.92,1
11.44,1
15480.0,1
183.0,1
1034.0,1
2838.39,1
537.6,1
48.25,1
113.13,1
583.39,1
724.61,1
126.68,1
35.99,1
389.89,1
3077.77,1
245.57,1
2376.45,1
376.86,1
298.65,1
1400.3,1
59.22,1
499.58,1
2723.82,1
4796.25,1
537.17,1
87.68,1
466.03,1
780.56,1
93.21,1
562.56,1
140.74,1
5260.29,1
651.17,1
7154.15,1
166.67,1
303.75,1
1207.57,1
32518.88,1
28.94,1
1593.74,1
5159.73,1
3870.31,1
3921.69,1
1286.71,1
45.1,1
142.56,1
1061.85,1
3141.13,1
87.72,1
1591.32,1
54750.0,1
346.68,1
672.04,1
13.76,1
1146.87,1
3923.99,1
46.87,1
81.58,1
178.22,1
707.17,1
43.78,1
85.53,1
2553.14,1
-995.97,1
297.47,1
985.34,1
2487.08,1
99.37,1
511.23,1
55685.0,1
102.11,1
787.12,1
225.81,1
1383.1,1
66.85,1
43.02,1
320.56,1
7666.18,1
1209.75,1
189.87,1
355.84,1
2957.77,1
3418.86,1
16863.74,1
2355.35,1
47915.83,1
261500.0,1
661.09,1
367.23,1
217.84,1
258.14,1
600.55,1
458.06,1
-40.24,1
107.83,1
635.25,1
33929.97,1
277.6,1
146.79,1
1176.77,1
1869.78,1
917.11,1
307.85,1
56.17,1
205.19,1
142.0,1
-63.7,1
583.78,1
3278.45,1
296.11,1
553.3,1
1085.19,1
100.19,1
1541.06,1
544.6,1
47791.99,1
255496.0,1
328.84,1
32.59,1
1687.77,1
3263.77,1
461.81,1
154.98,1
106.07,1
242.61,1
4010.08,1
52.27,1
76.73,1
292.39,1
11686.29,1
604.73,1
155.43,1
-132.72,1
328.43,1
498.8,1
322.98,1
206.98,1
787.95,1
4121.96,1
1608.65,1
499.88,1
186.57,1
6265.54,1
3362.43,1
17433.66,1
266.92,1
57.07,1
2601.01,1
20366.96,1
57743.0,1
166.05,1
780.97,1
644.36,1
81.66,1
16.55,1
646.25,1
200.5,1
1594.39,1
286.29,1
847.37,1
69.75,1
103.84,1
74.83,1
1778.93,1
25.79,1
202.25,1
836.55,1
18384.0,1
39.33,1
334.66,1
199.67,1
299.94,1
1325.53,1
1546.47,1
234.05,1
336.77,1
771.72,1
152.37,1
3456.38,1
936.94,1
15783.01,1
1006.46,1
79.95,1
862.48,1
1102.5,1
1244.88,1
146.94,1
4341.19,1
113.53,1
2547.6,1
295.55,1
63.11,1
143.31,1
159.1,1
180.38,1
-76.8,1
724.06,1
378.36,1
64000.0,1
1100.72,1
342.32,1
230.7,1
183.66,1
1199.59,1
436.49,1
7.43,1
181.2,1
111.6,1
6582.13,1
2582.96,1
2318.64,1
562.82,1
150.69,1
125.89,1
6761.94,1
291.93,1
100.6,1
96.64,1
30908.0,1
3292.0,1
56.94,1
7528.0,1
670.57,1
813.43,1
510.92,1
4465.66,1
2026.03,1
1197.97,1
115.65,1
3079.17,1
1348.58,1
220.69,1
944.3,1
1568.0,1
6914.65,1
665.35,1
1147.17,1
260.29,1
20518.22,1
21.24,1
891.44,1
7489.08,1
114.69,1
781.92,1
1132.62,1
2419.9,1
1002.38,1
825.69,1
157.17,1
132.65,1
629.24,1
12495.85,1
365.12,1
565.68,1
730.59,1
7489.83,1
8254.77,1
367.01,1
20134.48,1
170.49,1
124.02,1
176.23,1
2889.91,1
4889.04,1
752.87,1
165.43,1
1448.31,1
6147.9,1
51395.07,1
1606.01,1
1281.99,1
48.89,1
1856.85,1
2846.3,1
2063.13,1
139.45,1
130.44,1
176.41,1
151.95,1
845.46,1
9500.0,1
1100.75,1
131.01,1
7105.24,1
60.18,1
279.18,1
26073.0,1
3507.15,1
255.66,1
75.61,1
2172.27,1
481.18,1
269.64,1
82.29,1
1556.36,1
74.02,1
4880.51,1
140.0,1
1136.0,1
64893.0,1
2247.42,1
178.48,1
755.13,1
57.27,1
464.15,1
635.02,1
32.33,1
509.53,1
