data_2,count
23.39,1
-0.06,1
448.22,1
8128.08,1
119.77,1
831.99,1
559.15,1
588.85,1
1427.13,1
405.2,1
395.84,1
62.22,1
172.52,1
717.32,1
449.03,1
25.45,1
10419.84,1
60.52,1
90872.0,1
22168.0,1
14.29,1
421.04,1
457.98,1
6455.38,1
298.68,1
791.99,1
1290.62,1
365.73,1
3966.65,1
1119.76,1
631.61,1
145.39,1
840.1,1
17220.87,1
41384.0,1
643.29,1
310.91,1
287.09,1
66.31,1
1910.0,1
374.94,1
1035.47,1
412.61,1
38247.86,1
119.56,1
154.96,1
723.53,1
566.3,1
93.02,1
117.87,1
6837.25,1
1046.5,1
313.27,1
277.63,1
936.62,1
636.74,1
318.2,1
89.95,1
124.26,1
879.83,1
405.69,1
179.27,1
249.36,1
1878.77,1
266.53,1
1080.55,1
1727.45,1
1397.88,1
647.4,1
585.49,1
-62.52,1
743990.0,1
125.46,1
93.27,1
2215.36,1
3255.53,1
925.27,1
26.1,1
399.84,1
786.73,1
295730.0,1
928.38,1
441.81,1
4888.4,1
1225.9,1
142.7,1
15.76,1
1088.78,1
22739.0,1
235.11,1
1403.46,1
184.26,1
2017.65,1
49.44,1
199.71,1
45.69,1
258.17,1
13.77,1
81.54,1
158.91,1
81.84,1
6582.0,1
14.41,1
607.0,1
632.29,1
190.09,1
10549.55,1
16800.0,1
8653.34,1
2148.67,1
1739.72,1
133.37,1
356.35,1
22.93,1
1772.16,1
39.42,1
583.03,1
14308.63,1
7312.27,1
595.58,1
312.58,1
1783.16,1
1072.84,1
118.43,1
1846.27,1
1913.73,1
-41.01,1
269.09,1
326.76,1
11305.68,1
1853.73,1
110.05,1
216.9,1
136.1,1
13915.01,1
104.66,1
185.17,1
24790.0,1
16688.0,1
164.87,1
126.45,1
93017.0,1
1169.94,1
599.92,1
88.53,1
108.92,1
127.73,1
225.07,1
455.65,1
693.2,1
2875.59,1
107.78,1
17704.0,1
41.24,1
346.56,1
3698.71,1
2301.17,1
3070.15,1
34270.42,1
43.43,1
1680.34,1
1042.96,1
84.94,1
26.15,1
2598.19,1
43581.13,1
17907.72,1
20171.0,1
40.72,1
114.38,1
117.1,1
295.17,1
159.2,1
233.17,1
71.98,1
2568.68,1
8143.2,1
36.95,1
6686.15,1
122.67,1
340.56,1
3602.02,1
10338.85,1
14520.0,1
2468.61,1
573.07,1
670.93,1
7651.67,1
6765.66,1
377.02,1
1069.03,1
1866.97,1
148.8,1
785.79,1
388.12,1
89.1,1
18015.81,1
573.32,1
720.47,1
365.65,1
692.53,1
135.29,1
170.77,1
154.23,1
74.93,1
-28.06,1
9245.55,1
7174.73,1
2046.95,1
314.7,1
150.58,1
343.53,1
91.21,1
532.03,1
618.91,1
345.03,1
263.93,1
3358.78,1
1192591.0,1
251.38,1
97.62,1
367.48,1
124.31,1
57161.23,1
1089.26,1
1126.74,1
425.9,1
185.05,1
541.77,1
220.43,1
1199.31,1
245.55,1
23.68,1
167.82,1
179.48,1
2150.77,1
2232.59,1
55.84,1
5123.0,1
80.81,1
1030.24,1
66365.0,1
105.72,1
300.32,1
64.11,1
1528.77,1
27.33,1
1696.69,1
159.82,1
1195.63,1
115.42,1
-1389.0,1
66.25,1
449.26,1
1691.89,1
1276.11,1
317.73,1
532.32,1
62.84,1
95.09,1
104.91,1
1830.88,1
424.9,1
2042.17,1
252.56,1
1222.99,1
386.15,1
41580.0,1
68.77,1
848.93,1
1468.42,1
392.24,1
1650.5,1
1003.51,1
1014.62,1
764.49,1
2125.7,1
619.79,1
799.35,1
1778.27,1
449.84,1
83.94,1
131.4,1
10.94,1
-8295.0,1
462.28,1
387.43,1
153.52,1
27493.81,1
3034.31,1
3221.69,1
1644.03,1
1240.3,1
2183.41,1
25.8,1
321.57,1
2905.7,1
965.46,1
1816.02,1
352.5,1
30960.0,1
345.5,1
11798.0,1
909.18,1
19781.99,1
-27.68,1
1850.13,1
226.89,1
2460.8,1
4031.14,1
2315.49,1
244.2,1
873.82,1
985.93,1
5139.88,1
320198.0,1
630.79,1
194.43,1
65.73,1
1678.69,1
227.54,1
633.21,1
160.32,1
1791.59,1
451281.0,1
193.11,1
34.45,1
2004.01,1
1221.87,1
1271.3,1
874.34,1
142.76,1
5887.86,1
910.09,1
933.62,1
190.48,1
594.81,1
925.19,1
216.13,1
102.64,1
422.45,1
345.16,1
259.53,1
548.14,1
70.21,1
378.32,1
945.23,1
957.91,1
3943.47,1
2864.07,1
1207.43,1
206.63,1
5340.95,1
114.12,1
1033.92,1
241.23,1
466.74,1
220.31,1
16.65,1
76.1,1
507.38,1
94.28,1
172.66,1
200.2,1
199.94,1
201.6,1
2122.5,1
1333.89,1
244.07,1
570.63,1
1701.22,1
425.73,1
99.13,1
26.3,1
2299.11,1
40.73,1
25984.0,1
2054.0,1
121.52,1
1121.44,1
30.73,1
5967.28,1
1363.67,1
189.4,1
767.17,1
17.84,1
2353.54,1
49.22,1
90.99,1
802.06,1
6874.2,1
1073.45,1
1608.78,1
781.94,1
135.85,1
14178.14,1
788019.0,1
36.02,1
116.63,1
-6.82,1
-64.32,1
103.37,1
5814.82,1
68.94,1
56133.91,1
439.7,1
242.33,1
233.4,1
1529.17,1
19102.85,1
2013.09,1
3973.75,1
1883.57,1
1148.43,1
19776.24,1
455.98,1
105.74,1
1039.01,1
96.56,1
1064.99,1
1812.48,1
39678.0,1
235.76,1
92.9,1
21039.0,1
2175.43,1
5731.0,1
-132.01,1
114.29,1
462.79,1
98.72,1
108619.26,1
267.11,1
255.86,1
85.99,1
1089898.0,1
271.67,1
21249.2,1
1618.4,1
3776.32,1
14576.78,1
2092.21,1
1088.24,1
955.11,1
3049.78,1
117.63,1
4488.75,1
953.43,1
25.69,1
85.85,1
590.67,1
15.74,1
86.83,1
17388.75,1
14989.57,1
16146.0,1
480.5,1
4564.0,1
108.44,1
138.42,1
1699.53,1
780.2,1
387.27,1
4971.89,1
6718.54,1
127.98,1
95.52,1
19664.78,1
313.67,1
189.03,1
695.88,1
610.31,1
124.01,1
-33.5,1
296.39,1
113.52,1
363.61,1
40.09,1
988.33,1
1570.88,1
1689.77,1
1270.23,1
8.29,1
2991.1,1
502.72,1
1910.8,1
156.63,1
1130.46,1
3818.27,1
175.76,1
272.39,1
174.15,1
1729.34,1
831.68,1
836.5,1
669.66,1
830.34,1
408.93,1
230.27,1
522.77,1
146.32,1
311845.0,1
155.19,1
190.81,1
1048.16,1
408.1,1
1314.5,1
23700.85,1
380.71,1
84.66,1
21586.18,1
14357.41,1
1538.34,1
1029.37,1
21.34,1
234.11,1
2464.15,1
620.36,1
102.23,1
449.02,1
142.5,1
1980.0,1
171.09,1
1779.61,1
330.69,1
183.76,1
336.82,1
385.18,1
1453.4,1
73.43,1
45137.0,1
323.42,1
647.47,1
563.3,1
1548.1,1
99.48,1
559.93,1
804.6,1
296.65,1
185.57,1
11539.0,1
421.95,1
1424.2,1
202.44,1
229.1,1
-177.42,1
222.38,1
14399.56,1
738.4,1
8500.7,1
9329.02,1
197.9,1
668.4,1
4792.35,1
233.85,1
20400.0,1
639.76,1
161.1,1
115.32,1
168.02,1
112.8,1
135.49,1
181917.49,1
2445.22,1
2324.42,1
131.58,1
706.27,1
271.8,1
49.21,1
222.06,1
78.55,1
2875.85,1
540.6,1
241.35,1
36.22,1
708.75,1
71.68,1
243.6,1
32.6,1
561.71,1
662.91,1
522.4,1
135673.0,1
1307.13,1
58490.75,1
1270.3,1
747.99,1
409.31,1
10055.05,1
15.04,1
29520.24,1
109.26,1
2152.58,1
7063.38,1
617.92,1
2464.6,1
-1385.99,1
155.56,1
681.92,1
195.45,1
218.44,1
378.64,1
12392.84,1
59.2,1
12060.0,1
62.36,1
736.61,1
1107.42,1
152.54,1
52.79,1
93.6,1
260.49,1
6635.03,1
98.88,1
392.17,1
173.53,1
288.84,1
83.6,1
67280.07,1
7661.02,1
84659.11,1
80.4,1
493.73,1
252.57,1
267.5,1
1568.06,1
834.19,1
26.48,1
871.58,1
5983.67,1
509.89,1
1570.03,1
227.3,1
5786.41,1
566.29,1
2392.5,1
157.43,1
124.23,1
2126.05,1
628.32,1
2480.16,1
453.42,1
44.23,1
36.69,1
303.33,1
41760.0,1
15.62,1
890.14,1
977.4,1
320.3,1
54.27,1
162.08,1
54403.0,1
766.44,1
4678.2,1
865.56,1
121.49,1
1264.23,1
685.34,1
360.54,1
2650.43,1
3268.19,1
180.73,1
550.23,1
88.61,1
165.78,1
683.34,1
1282219.0,1
1697.11,1
221.7,1
40.88,1
247.95,1
772189.0,1
265.62,1
727.48,1
769.91,1
639.61,1
93.18,1
3829.11,1
5849.7,1
155.66,1
87.61,1
1052.04,1
17562.54,1
45.31,1
1229.12,1
32.73,1
677.62,1
177.41,1
251.34,1
501.09,1
192.5,1
93.0,1
38.75,1
908.67,1
2013.16,1
30464.0,1
39.0,1
324.5,1
66.0,1
204.0,1
1071.4,1
313.36,1
10624.0,1
880.0,1
2710.66,1
1056.0,1
191.18,1
341.37,1
94.57,1
499.33,1
361.38,1
9.31,1
446.13,1
803.25,1
179.24,1
182.49,1
12347.0,1
688573.96,1
491.02,1
450.4,1
99.86,1
240.56,1
268.59,1
3179.28,1
161.75,1
272.96,1
1297.2,1
360.62,1
140.42,1
98.69,1
291892.0,1
290.27,1
111.45,1
911.14,1
9693.29,1
507.78,1
4937.94,1
862.87,1
2793.58,1
192.49,1
1287.65,1
2477.2,1
82.2,1
9349.78,1
11802.0,1
246.66,1
1512.1,1
4002.0,1
813.16,1
159.71,1
4311.06,1
693.08,1
8255.45,1
48.33,1
229.74,1
408.73,1
566.92,1
2027.46,1
291.69,1
426.31,1
192.81,1
1799.9,1
76.98,1
161.19,1
1229.5,1
36777.0,1
735.11,1
627.7,1
54.38,1
17554.09,1
2972.56,1
3371.32,1
721.09,1
366.78,1
38181.93,1
464.05,1
176.33,1
110812.0,1
3580.43,1
231.51,1
287.24,1
1751.73,1
77.74,1
3913.24,1
1409.52,1
474.12,1
156.35,1
1449.36,1
2989.5,1
1014.9,1
88.48,1
313.3,1
168399.0,1
90.71,1
11037.0,1
241249.85,1
-7.56,1
451.78,1
216.77,1
762.02,1
1603.77,1
24.28,1
2123.19,1
547994.62,1
368.46,1
410.99,1
135636.0,1
372.3,1
564.87,1
915.7,1
2847.63,1
246.86,1
543.42,1
7638.31,1
5262.0,1
79.98,1
179.28,1
114909.0,1
6538.87,1
121.86,1
245.34,1
33903.0,1
302.1,1
87.52,1
90.57,1
734.68,1
319.55,1
244.91,1
1659.55,1
7408.0,1
780.58,1
230.75,1
512.29,1
17012.9,1
10820.91,1
1570.28,1
3595.44,1
175.78,1
90.22,1
1420.83,1
1205.54,1
131.68,1
3938.96,1
223.63,1
214.29,1
234.19,1
161.68,1
125.64,1
170.31,1
540.8,1
131.72,1
1008.69,1
12100.66,1
578.2,1
450.9,1
837.37,1
22039.98,1
518.63,1
2347.8,1
19089.94,1
51141.01,1
163.23,1
65.62,1
143447.0,1
107.33,1
63510.0,1
2491.93,1
465.76,1
1670.08,1
103.1,1
178.53,1
2764.62,1
-0.04,1
9739.74,1
2992.51,1
31561.93,1
6334.05,1
49.95,1
2564.26,1
1306.92,1
7636.95,1
2443.5,1
703.09,1
779.68,1
1285.7,1
325.62,1
173.76,1
320.32,1
1766.72,1
509.35,1
71.97,1
66.26,1
5678.9,1
171750.27,1
3618.12,1
459.22,1
3768.19,1
781.08,1
1754.66,1
860.91,1
570.57,1
228.55,1
228.48,1
389.28,1
1906.95,1
70.7,1
684.19,1
203.48,1
170.13,1
97.29,1
81030.0,1
194.42,1
524.64,1
9733.0,1
376.56,1
54.04,1
1320.0,1
400.9,1
212.78,1
2910.59,1
10394.51,1
415.6,1
84.91,1
22.18,1
1572.15,1
9734.0,1
3868.82,1
417.12,1
394.11,1
977.95,1
5822.82,1
20169.79,1
2511.99,1
360.79,1
2789.15,1
-38.04,1
122.11,1
731.17,1
497.45,1
140.12,1
366.91,1
147.82,1
8.3,1
17.47,1
168.84,1
606.18,1
47.26,1
896.5,1
65.5,1
53.34,1
81977.0,1
644.87,1
122.77,1
14000.0,1
787.5,1
741.29,1
1142.14,1
8400.0,1
562.88,1
7194.81,1
91.4,1
-15.29,1
1451.68,1
528.32,1
298.15,1
121972.54,1
364.51,1
293.64,1
1822.43,1
1234.5,1
2865.76,1
17794.33,1
682.49,1
171.23,1
1493.3,1
1810.7,1
91.8,1
125.94,1
238.85,1
234.06,1
5298.51,1
45.85,1
1561.57,1
48480.0,1
2876.11,1
6760.0,1
4248.38,1
249.28,1
229.72,1
677.06,1
4513.84,1
43818.99,1
938.13,1
309.48,1
78.25,1
18.6,1
2590.9,1
24199.11,1
3703.0,1
23355.05,1
431.67,1
1654.68,1
757.55,1
38159.22,1
424.38,1
1625.56,1
8988.72,1
62470.0,1
4775.0,1
506.52,1
627.11,1
811.34,1
135195.0,1
59399.0,1
10377.13,1
267.68,1
308.59,1
187.66,1
430.33,1
28162.0,1
94.96,1
3.0,1
8.0,1
2301.11,1
315.18,1
1.0,1
18.0,1
32.0,1
-1510.22,1
-24.0,1
121.34,1
-72.0,1
13690.64,1
176.0,1
320.0,1
1059.56,1
26.0,1
1004.43,1
646.22,1
508.65,1
16.0,1
50289.42,1
7618.68,1
589.33,1
750.67,1
107.18,1
3821.78,1
2984.46,1
385.78,1
350.22,1
301.95,1
43.19,1
755.18,1
59400.0,1
1975.04,1
8794.05,1
181.49,1
3532.69,1
172.08,1
280.12,1
1355.35,1
2983.4,1
-172.57,1
498.27,1
1234.4,1
229.45,1
2209.59,1
2349.58,1
1147.69,1
146.51,1
1856.49,1
1473.72,1
321.26,1
76.36,1
1426.34,1
237.59,1
136.87,1
6838.29,1
12831.98,1
979.96,1
215.32,1
5250.97,1
202.4,1
271.44,1
132.09,1
3457.0,1
-77.01,1
584010.0,1
146.83,1
1213.09,1
2580.0,1
18781.8,1
156.05,1
4667.45,1
469.44,1
331.77,1
851.72,1
155.37,1
145.96,1
2710.95,1
336.47,1
209.04,1
308.23,1
407.24,1
567.66,1
156.17,1
63.86,1
616.09,1
146.56,1
1479.37,1
618.9,1
492.55,1
243.1,1
200.38,1
368.89,1
211.9,1
193.1,1
1381.17,1
8948.59,1
138.32,1
1079.89,1
2605.33,1
1092.22,1
45.94,1
454.87,1
187.47,1
146.92,1
2219.21,1
370.64,1
805.11,1
7625.21,1
26294.0,1
37.3,1
98.82,1
78.85,1
2039.56,1
92.36,1
-12.95,1
29.85,1
871.46,1
233.34,1
341.14,1
1149.1,1
40.29,1
4022.65,1
359.5,1
715.57,1
600.43,1
121.11,1
7333.37,1
11583.76,1
440.6,1
2653.16,1
203.43,1
138.46,1
13422.52,1
2751.97,1
474.65,1
145.13,1
294.22,1
108331.0,1
272.58,1
1073.17,1
318.79,1
503.21,1
55.98,1
1594.27,1
1045.73,1
96.74,1
2639.25,1
49.91,1
7198.63,1
2354.76,1
7857.79,1
557.34,1
1372.64,1
882.04,1
25.57,1
1371.36,1
31258.0,1
1048.82,1
719.59,1
1087.74,1
261.51,1
120.12,1
968.96,1
87086.04,1
806.13,1
10589.92,1
5931.9,1
735.02,1
880.39,1
1253.95,1
73.31,1
387.45,1
126.61,1
116.18,1
4558.3,1
3624.85,1
2411.71,1
322.24,1
314.16,1
153.71,1
1550.43,1
4221.97,1
841.75,1
28.35,1
212.72,1
21.03,1
135.64,1
205.92,1
207.41,1
119.17,1
273.09,1
4421.43,1
488.5,1
210.0,1
37.59,1
198.0,1
958.36,1
42.5,1
430.0,1
5056.0,1
76.5,1
411.83,1
1026.56,1
354.9,1
742.23,1
32.94,1
944.54,1
893.01,1
-264.08,1
874.99,1
1062.87,1
937.71,1
2855.4,1
2546.26,1
144.6,1
28.99,1
8.18,1
482.7,1
67.94,1
18800.0,1
3227.13,1
9924.56,1
44.91,1
118.26,1
14001.0,1
202.99,1
124128.8,1
20.45,1
204.48,1
20917.06,1
3992.02,1
7433.99,1
282.17,1
3541.7,1
1605.15,1
14634.2,1
2592.28,1
801.03,1
795.9,1
265.32,1
1132.24,1
684.55,1
152.84,1
4648.15,1
27597.0,1
49.63,1
120.84,1
1591.4,1
448.41,1
959.83,1
104.35,1
9.51,1
705116.0,1
365.87,1
30.31,1
16.79,1
509.91,1
962.48,1
2221.83,1
175.01,1
221.55,1
758.79,1
157.76,1
2221.8,1
292.24,1
443.87,1
182.58,1
604137.42,1
1573.86,1
1105.92,1
930.95,1
549.05,1
566.38,1
1651.31,1
3854.44,1
92.09,1
251.02,1
1135.12,1
980.77,1
3161.77,1
-865.28,1
2635.55,1
124.84,1
170.86,1
703.52,1
670.53,1
685.83,1
237.36,1
329.53,1
561.06,1
1172.55,1
422.47,1
338.95,1
6.19,1
200.46,1
1939.35,1
46.76,1
59.99,1
1291.39,1
635.27,1
105.87,1
5788.38,1
566.47,1
996.73,1
122.31,1
177.24,1
401.27,1
113.63,1
2485.29,1
678.83,1
56.32,1
616.7,1
2060.99,1
4509.13,1
177.88,1
96.86,1
2675.01,1
481.68,1
916.2,1
65.57,1
60.08,1
79.54,1
503.18,1
81.78,1
424.09,1
560.75,1
299.0,1
307.5,1
90.25,1
1719.39,1
1610.0,1
345.36,1
41491.27,1
624.14,1
34678.59,1
102.93,1
434.88,1
96.76,1
387.97,1
2783.0,1
318.63,1
26134.0,1
469.37,1
69.3,1
-17.3,1
1877.78,1
67.72,1
344.2,1
150.42,1
53.76,1
190.1,1
331.66,1
5014.35,1
1104.1,1
304.62,1
170.72,1
364.75,1
50222.0,1
418.43,1
1783.2,1
155826.0,1
953.96,1
4125.38,1
752.97,1
1039.84,1
1259.49,1
3732.7,1
1005.09,1
228.95,1
7484.79,1
153.92,1
84.95,1
1275.45,1
3488.21,1
95.51,1
2056.0,1
177.18,1
46.57,1
992.61,1
1478.78,1
3873.33,1
34.25,1
385.29,1
991.94,1
67200.0,1
149.0,1
478.0,1
449.75,1
19.88,1
347.09,1
3358.67,1
336.36,1
1444.56,1
5168.9,1
661.72,1
314.65,1
124.44,1
1463.67,1
733.17,1
14.46,1
3641.54,1
467.81,1
28.11,1
4415.36,1
368.03,1
155.14,1
33383.61,1
511.68,1
280.82,1
14351.71,1
57.86,1
764.41,1
82.54,1
25198.0,1
88.4,1
64.07,1
520.56,1
10.97,1
3598.31,1
239.48,1
980.06,1
63.1,1
7378.62,1
198.56,1
222.45,1
1271.32,1
158.42,1
136.76,1
129.36,1
174.06,1
448.02,1
217.21,1
1878.24,1
17562.53,1
2627.99,1
125.43,1
138.22,1
698.9,1
51224.54,1
2972.64,1
196.64,1
19069.97,1
143.63,1
366.27,1
405.21,1
160.58,1
5809.9,1
-104.48,1
125.31,1
14152.01,1
213.01,1
1350.53,1
391.56,1
1601.05,1
265.12,1
495.17,1
680.82,1
516.19,1
592.19,1
602.94,1
648.26,1
897.39,1
954528.67,1
206.99,1
138.62,1
2010.09,1
780.96,1
7917.28,1
1043.48,1
67068.13,1
-777.4,1
826.6,1
14.34,1
81.05,1
314.08,1
136109.0,1
11708.86,1
32.08,1
810.64,1
709.38,1
558.33,1
21.51,1
235.15,1
-236.92,1
316.25,1
139.21,1
3171.53,1
338.54,1
10077.88,1
233.74,1
1357.84,1
2398.92,1
2128.91,1
519.27,1
275.31,1
156.53,1
132.81,1
1228.1,1
513.95,1
23503.57,1
17.27,1
557.43,1
2681.0,1
362.06,1
547.7,1
263345.86,1
11606.58,1
367.33,1
69.42,1
22393.97,1
1505.31,1
39.15,1
-118.7,1
34000.0,1
125.88,1
1481231.0,1
112.25,1
4673.56,1
81.75,1
3711.89,1
278.18,1
289.77,1
397.86,1
299.72,1
781.79,1
16302.0,1
18.7,1
271991.0,1
417.82,1
264.18,1
452.86,1
393.88,1
34001.0,1
2710.77,1
221.71,1
3547.45,1
757.47,1
321.65,1
15080.94,1
1678.47,1
16.44,1
187.48,1
10239.06,1
81.93,1
10002.95,1
174.72,1
213.9,1
360.9,1
242.4,1
380.95,1
389.05,1
329302.75,1
137.1,1
226.38,1
293.2,1
405.66,1
192.71,1
1103.2,1
2877.56,1
468.34,1
1179.0,1
1633.58,1
4260.87,1
36537.57,1
206.28,1
47.9,1
13642.98,1
97.63,1
1419.51,1
8324.37,1
1133.35,1
1780.62,1
225.1,1
1106.38,1
163.94,1
147.57,1
843.75,1
7082.0,1
258.24,1
4300.2,1
751.19,1
135.35,1
334.51,1
13360.0,1
2111.39,1
1616.14,1
885.0,1
93.86,1
1575.03,1
1024.97,1
107.9,1
6520.77,1
249.77,1
99.32,1
295.99,1
159.46,1
681.53,1
-79.77,1
1249.82,1
1624.07,1
373909.0,1
59.53,1
2309.0,1
20276.55,1
266.22,1
1245.02,1
543.07,1
2002.98,1
857.65,1
1844.7,1
1918.13,1
7219.21,1
703.71,1
44110.3,1
5330.14,1
4996.16,1
45.55,1
5549.79,1
314.45,1
153.96,1
838.5,1
5730.0,1
2666.76,1
10281.23,1
158.13,1
1195.77,1
86.62,1
5459.05,1
192.31,1
104.85,1
657.2,1
1288.97,1
171.28,1
1185.6,1
16933.0,1
11340.0,1
13563.68,1
405.52,1
385.17,1
1251.64,1
96685.0,1
2086.35,1
6556.03,1
571.02,1
230.89,1
7410.24,1
119.22,1
147.83,1
1883.88,1
342.31,1
200.0,1
15424.5,1
162.38,1
124.68,1
477.37,1
1561.44,1
211.19,1
43.32,1
3792.25,1
567.11,1
756.89,1
4081.54,1
964.72,1
496.0,1
188.0,1
1045.34,1
79.18,1
647.52,1
275.78,1
4329.8,1
142.11,1
132.85,1
45315.0,1
431.35,1
230109.67,1
106.54,1
717.06,1
82.76,1
102921.54,1
513.4,1
2558.7,1
9547.5,1
1753.11,1
38.0,1
13.25,1
2488.29,1
33021.0,1
1770.01,1
1645.99,1
638.24,1
71.12,1
1763.15,1
2327.13,1
270.9,1
190.44,1
-32.2,1
3869.29,1
2298.57,1
115.72,1
135.01,1
4886.72,1
-43.25,1
423.56,1
33599.0,1
132.4,1
121.61,1
922.2,1
368.58,1
35.81,1
157.64,1
162.82,1
927.55,1
-7.49,1
468.21,1
149.34,1
332390.55,1
26.74,1
462.25,1
325.8,1
377.77,1
7352.97,1
607.53,1
2329.05,1
1195.81,1
137.37,1
505.86,1
317.61,1
25.64,1
-1070.47,1
1910.68,1
207.17,1
-943.32,1
176.75,1
59.87,1
443.01,1
84.52,1
5658.4,1
1004.46,1
179.62,1
1077.09,1
183.61,1
2087.04,1
378.31,1
191.56,1
2427.6,1
1594.2,1
936.15,1
1840.63,1
668.33,1
208.38,1
32917.08,1
1574.36,1
98.99,1
157.07,1
1827.1,1
1526.68,1
4581.47,1
3058.47,1
1555.74,1
1407.54,1
1254.4,1
1357.91,1
165.54,1
417.46,1
1162.12,1
43752.0,1
40.18,1
61.07,1
157.81,1
966.45,1
593.56,1
-161.7,1
1147.67,1
1185.78,1
8150.0,1
1859.46,1
458.52,1
13689.96,1
8182.7,1
941.94,1
891.88,1
608.17,1
79396.88,1
160.3,1
300.33,1
874.58,1
30.81,1
60309.97,1
803.14,1
485.42,1
4265.54,1
238.44,1
263.72,1
109.89,1
496.43,1
64.25,1
19953.33,1
-272.18,1
482.26,1
515.0,1
279.0,1
6686.0,1
675.64,1
565.97,1
228.11,1
29022.7,1
2413.02,1
734.58,1
541.42,1
77.43,1
1340.27,1
460.81,1
279.1,1
43.87,1
528.31,1
1234.05,1
3051.9,1
1394.78,1
333.19,1
128.35,1
63.27,1
498.28,1
1171.92,1
154.94,1
4192.22,1
839358.0,1
2894.75,1
440.75,1
85.51,1
222130.0,1
2119.84,1
104.33,1
2709.02,1
1673.75,1
125.53,1
1507.65,1
593.82,1
250.95,1
262.83,1
18.63,1
302.8,1
6376.86,1
263.02,1
90.98,1
123.64,1
72157.0,1
5249.98,1
808.58,1
6100.3,1
194.41,1
37.93,1
850.74,1
120.17,1
150.37,1
41203.0,1
1286.98,1
291.16,1
2219.4,1
233.75,1
48.44,1
1726.72,1
130.12,1
129.22,1
4259.36,1
644.29,1
2836.27,1
1624.01,1
1323.69,1
107.56,1
728.54,1
1212.02,1
601.15,1
83.3,1
157.28,1
7.56,1
425.76,1
801.4,1
166.56,1
7052.35,1
41.6,1
638.4,1
18017.98,1
720.41,1
120.41,1
67499.98,1
35071.88,1
1689.43,1
91.26,1
4383.0,1
1028.56,1
644.51,1
678.3,1
535.41,1
5666.38,1
290.84,1
28.77,1
20602.0,1
815.41,1
908.59,1
189.89,1
3020.81,1
57.01,1
360.46,1
355.99,1
693.13,1
185.31,1
945.7,1
642.82,1
2798.22,1
57.3,1
45.68,1
29165.87,1
220.7,1
109.83,1
462.4,1
2746.07,1
227.04,1
4134.4,1
145.53,1
145.47,1
693.18,1
1708.83,1
202.31,1
5469.19,1
1051.03,1
299.98,1
2079.7,1
180.56,1
91.2,1
961.95,1
193.48,1
1197.42,1
28.19,1
89.32,1
37.4,1
121.15,1
1903.0,1
13095.0,1
1620.41,1
83.91,1
1728.15,1
-63.9,1
68.98,1
-149.44,1
85.74,1
876.43,1
18511.0,1
356.97,1
2558.29,1
312.42,1
216.78,1
1381.51,1
141494.4,1
-105.84,1
300.24,1
6052.29,1
3208.36,1
-113.52,1
246.6,1
46.85,1
8346.71,1
110.08,1
757.18,1
13350.0,1
3572.61,1
377.68,1
1141.86,1
49.68,1
2050.97,1
48.2,1
16.08,1
637.77,1
88.73,1
376.94,1
216.08,1
8734.21,1
3319.85,1
21072.98,1
12867.64,1
1236.42,1
126.06,1
662.62,1
103.9,1
2989.4,1
266.69,1
643.24,1
58070.15,1
50331.0,1
2190.8,1
6436.79,1
108.03,1
1363.91,1
105.42,1
199.55,1
90.92,1
343.65,1
12796.28,1
2510.73,1
37.04,1
1041.58,1
466.87,1
179.19,1
94.5,1
538.8,1
1358.1,1
307.81,1
651.22,1
774.73,1
503.46,1
503.47,1
220.8,1
70.26,1
618.66,1
338.78,1
4497.63,1
12327.99,1
-344.96,1
1689.55,1
61608.0,1
6880.11,1
303.76,1
617.82,1
365.09,1
14604.45,1
362.17,1
151.47,1
284.88,1
1469.92,1
745.27,1
4304.19,1
133.75,1
1716.11,1
1794.08,1
737.61,1
106.14,1
356.71,1
53.89,1
5673.32,1
579.28,1
221.18,1
1766.7,1
1109.67,1
17496.34,1
60.34,1
799.62,1
219.27,1
8.43,1
280.53,1
1296.55,1
4236.63,1
1592.76,1
734.94,1
6441.07,1
54360.0,1
97.04,1
-376.92,1
30160.32,1
325.84,1
65.77,1
113.73,1
115.14,1
363.88,1
297.78,1
4943.16,1
1326.49,1
507.11,1
15350.53,1
13478.11,1
214.98,1
129.1,1
41.35,1
1895.98,1
1466.93,1
407.85,1
864.68,1
729.28,1
883.14,1
70.55,1
3919.87,1
3521.3,1
793.85,1
516.65,1
166.57,1
466.65,1
104.28,1
4079.76,1
4606.58,1
370.92,1
47.07,1
2848.71,1
238.91,1
19.59,1
130.87,1
435.08,1
348.28,1
915.2,1
982.4,1
1501.46,1
1922.47,1
241.15,1
437.94,1
110.15,1
133928.82,1
79.83,1
31727.56,1
2084.0,1
311.25,1
97.44,1
1874.64,1
162.67,1
1382.81,1
726.24,1
1022.46,1
290.77,1
123.55,1
216.93,1
2847.27,1
26632.4,1
7731.07,1
287820.0,1
1259.47,1
413.23,1
1566.91,1
903.25,1
123.97,1
1424.48,1
149.89,1
261.55,1
148.44,1
38.83,1
995.1,1
9755.71,1
519.8,1
40730.96,1
65832.0,1
1661.0,1
558.91,1
3380.36,1
555.88,1
2166.86,1
134.38,1
7236.95,1
419.48,1
255.04,1
355.24,1
16865.06,1
398.61,1
440.1,1
982.6,1
42.55,1
24.15,1
81.33,1
119.1,1
147.7,1
78.38,1
32918.25,1
431.17,1
602.12,1
56.8,1
7615.4,1
2439.49,1
1436.28,1
4473.6,1
