pk_3,count
22,2356
30,1464
23,667
19,648
17,607
73,458
21,430
34,352
18,266
15,211
24,209
38,202
26,198
16,196
13,188
85,186
32,179
84,130
27,123
68,123
44,117
79,88
91,64
83,56
31,51
25,49
56,42
41,38
51,36
40,36
20,34
72,34
81,33
39,32
45,32
108,28
95,13
12,11
90,9
71,7
82,6
75,3
49,2
